Year,Quarter,NameOfStation,Line,StationLoad,Latitude,Longitude
2022,IV квартал,Бульвар рокоссовского,Сокольническая линия,4,55.814916,37.732227
2022,IV квартал,Бульвар адмирала ушакова,Бутовская линия Лёгкого метро,4,55.545207,37.542329
2022,IV квартал,Бунинская аллея,Бутовская линия Лёгкого метро,5,55.537977,37.515899
2022,IV квартал,Бутырская,Люблинско-Дмитровская линия,2,55.813333,37.602778
2022,IV квартал,Вднх,Калужско-Рижская линия,3,55.819626,37.640751
2022,IV квартал,Верхние котлы,Московское центральное кольцо,1,55.69,37.618889
2022,IV квартал,Верхние лихоборы,Люблинско-Дмитровская линия,5,55.855143,37.561589
2022,IV квартал,Владыкино,Московское центральное кольцо,3,55.848236,37.590451
2022,IV квартал,Владыкино,Серпуховско-Тимирязевская линия,3,55.848236,37.590451
2022,IV квартал,Водный стадион,Замоскворецкая линия,4,55.838978,37.487515
2022,IV квартал,Войковская,Замоскворецкая линия,2,55.818923,37.497791
2022,IV квартал,Волгоградский проспект,Таганско-Краснопресненская линия,2,55.725546,37.685197
2022,IV квартал,Волжская,Люблинско-Дмитровская линия,3,55.690446,37.754314
2022,IV квартал,Волоколамская,Арбатско-Покровская линия,5,55.835154,37.382453
2022,IV квартал,Воробьёвы горы,Сокольническая линия,4,55.709169,37.557293
2022,IV квартал,Воронцовская,Большая кольцевая линия,3,55.658845,37.539446
2022,IV квартал,Выставочный центр,Московская монорельсовая транспортная система,4,55.824086,37.638494
2022,IV квартал,Выхино,Таганско-Краснопресненская линия,3,55.715983,37.816788
2022,IV квартал,Говорово,Солнцевская линия,5,55.6588,37.4174
2022,IV квартал,Давыдково,Большая кольцевая линия,4,55.71517,37.45177
2022,IV квартал,Деловой центр,Большая кольцевая линия,2,55.750243,37.542641
2022,IV квартал,Деловой центр,Солнцевская линия,3,55.750243,37.542641
2022,IV квартал,Деловой центр,Филёвская линия,2,55.750243,37.542641
2022,IV квартал,Динамо,Замоскворецкая линия,2,55.789704,37.558212
2022,IV квартал,Дмитровская,Серпуховско-Тимирязевская линия,1,55.808056,37.581734
2022,IV квартал,Добрынинская,Кольцевая линия,1,55.728994,37.622533
2022,IV квартал,Домодедовская,Замоскворецкая линия,3,55.610131,37.717111
2022,IV квартал,Достоевская,Люблинско-Дмитровская линия,2,55.781667,37.613889
2022,IV квартал,Дубровка,Люблинско-Дмитровская линия,1,55.71807,37.676259
2022,IV квартал,Дубровка,Московское центральное кольцо,2,55.71807,37.676259
2022,IV квартал,Жулебино,Таганско-Краснопресненская линия,5,55.684722,37.855833
2022,IV квартал,Зил,Московское центральное кольцо,2,55.698333,37.648333
2022,IV квартал,Зорге,Московское центральное кольцо,3,55.787778,37.504444
2022,IV квартал,Зюзино,Большая кольцевая линия,4,55.655717,37.57369
2022,IV квартал,Зябликово,Люблинско-Дмитровская линия,5,55.611944,37.745278
2022,IV квартал,Измайлово,Московское центральное кольцо,1,55.788611,37.742778
2022,IV квартал,Измайловская,Арбатско-Покровская линия,4,55.787713,37.779896
2022,IV квартал,Калужская,Калужско-Рижская линия,1,55.656682,37.540075
2022,IV квартал,Кантемировская,Замоскворецкая линия,5,55.636107,37.656218
2022,IV квартал,Каховская,Большая кольцевая линия,2,55.65278,37.597955
2022,IV квартал,Каширская,Замоскворецкая линия,4,55.655745,37.649683
2022,IV квартал,Киевская,Арбатско-Покровская линия,3,55.743117,37.564132
2022,IV квартал,Киевская,Кольцевая линия,4,55.743117,37.564132
2022,IV квартал,Киевская,Филёвская линия,4,55.743117,37.564132
2022,IV квартал,Китай-Город,Калужско-Рижская линия,3,55.756498,37.631326
2022,IV квартал,Китай-Город,Таганско-Краснопресненская линия,4,55.756498,37.631326
2022,IV квартал,Кожуховская,Люблинско-Дмитровская линия,1,55.706156,37.68544
2022,IV квартал,Коломенская,Замоскворецкая линия,5,55.677423,37.663719
2022,IV квартал,Комсомольская,Кольцевая линия,3,55.774072,37.654565
2022,IV квартал,Комсомольская,Сокольническая линия,3,55.774072,37.654565
2022,IV квартал,Коньково,Калужско-Рижская линия,4,55.631857,37.519156
2022,IV квартал,Коптево,Московское центральное кольцо,1,55.839637,37.520037
2022,IV квартал,Косино,Некрасовская линия,5,55.703423,37.851305
2022,IV квартал,Котельники,Таганско-Краснопресненская линия,3,55.6743,37.8582
2022,IV квартал,Красногвардейская,Замоскворецкая линия,5,55.614075,37.742697
2022,IV квартал,Краснопресненская,Кольцевая линия,1,55.760378,37.577114
2022,IV квартал,Красносельская,Сокольническая линия,2,55.780014,37.666097
2022,IV квартал,Красные ворота,Сокольническая линия,1,55.768307,37.6478
2022,IV квартал,Крестьянская застава,Люблинско-Дмитровская линия,2,55.732278,37.665325
2022,IV квартал,Кропоткинская,Сокольническая линия,1,55.745297,37.604217
2022,IV квартал,Крылатское,Арбатско-Покровская линия,5,55.756842,37.408139
2022,IV квартал,Крымская,Московское центральное кольцо,2,55.690038,37.605
2022,IV квартал,Кузнецкий мост,Таганско-Краснопресненская линия,1,55.761498,37.624423
2022,IV квартал,Кузьминки,Таганско-Краснопресненская линия,5,55.705493,37.763295
2022,IV квартал,Кунцевская,Арбатско-Покровская линия,3,55.730634,37.445123
2022,IV квартал,Кунцевская,Большая кольцевая линия,4,55.730634,37.445123
2022,IV квартал,Кунцевская,Филёвская линия,4,55.730634,37.445123
2022,IV квартал,Курская,Арбатско-Покровская линия,1,55.758564,37.659039
2022,IV квартал,Курская,Кольцевая линия,3,55.758564,37.659039
2022,IV квартал,Кутузовская,Московское центральное кольцо,1,55.740544,37.5341
2022,IV квартал,Кутузовская,Филёвская линия,2,55.740544,37.5341
2022,IV квартал,Ленинский проспект,Калужско-Рижская линия,3,55.70678,37.58499
2022,IV квартал,Лермонтовский проспект,Таганско-Краснопресненская линия,5,55.702036,37.851044
2022,IV квартал,Лесопарковая,Бутовская линия Лёгкого метро,5,55.581656,37.577816
2022,IV квартал,Лефортово,Некрасовская линия,4,55.764693,37.706757
2022,IV квартал,Лихоборы,Московское центральное кольцо,3,55.855143,37.561589
2022,IV квартал,Локомотив,Московское центральное кольцо,2,55.803219,37.745742
2022,IV квартал,Ломоносовский проспект,Солнцевская линия,3,55.70706,37.516063
2022,IV квартал,Лубянка,Сокольническая линия,1,55.759889,37.625336
2022,IV квартал,Лужники,Московское центральное кольцо,1,55.720278,37.563056
2022,IV квартал,Лухмановская,Некрасовская линия,5,55.708516,37.900569
2022,IV квартал,Люблино,Люблинско-Дмитровская линия,3,55.676596,37.761639
2022,IV квартал,Марксистская,Калининская линия,1,55.740746,37.65604
2022,IV квартал,Марьина роща,Люблинско-Дмитровская линия,1,55.793723,37.61618
2022,IV квартал,Марьина роща,Люблинско-Дмитровская линия,1,55.793723,37.61618
2022,IV квартал,Марьино,Люблинско-Дмитровская линия,5,55.649158,37.743844
2022,IV квартал,Маяковская,Замоскворецкая линия,1,55.769808,37.596192
2022,IV квартал,Медведково,Калужско-Рижская линия,3,55.888103,37.661562
2022,IV квартал,Менделеевская,Серпуховско-Тимирязевская линия,1,55.781999,37.599141
2022,IV квартал,Минская,Солнцевская линия,3,55.723947,37.497872
2022,IV квартал,Митино,Арбатско-Покровская линия,5,55.846098,37.36122
2022,IV квартал,Мичуринский проспект,Большая кольцевая линия,4,55.6888,37.485
2022,IV квартал,Мичуринский проспект,Солнцевская линия,4,55.6888,37.485
2022,IV квартал,Мнёвники,Большая кольцевая линия,4,55.761148,37.47139
2022,IV квартал,Молодёжная,Арбатско-Покровская линия,5,55.741375,37.415627
2022,IV квартал,Москва-Сити,Московское центральное кольцо,1,55.748324,37.533282
2022,IV квартал,Москва-Сити,Филёвская линия,3,55.748324,37.533282
2022,IV квартал,Мякинино,Арбатско-Покровская линия,5,55.823342,37.385214
2022,IV квартал,Нагатинская,Серпуховско-Тимирязевская линия,1,55.682099,37.620917
2022,IV квартал,Нагорная,Серпуховско-Тимирязевская линия,2,55.672962,37.610397
2022,IV квартал,Народное ополчение,Большая кольцевая линия,4,55.775697,37.485071
2022,IV квартал,Нахимовский проспект,Серпуховско-Тимирязевская линия,2,55.662379,37.605274
2022,IV квартал,Некрасовка,Некрасовская линия,3,55.702967,37.92803
2022,IV квартал,Нижегородская,Московское центральное кольцо,1,55.731835,37.729404
2022,IV квартал,Нижегородская,Некрасовская линия,3,55.731835,37.729404
2022,IV квартал,Новаторская,Большая кольцевая линия,4,55.669823,37.52218
2022,IV квартал,Новогиреево,Калининская линия,3,55.752237,37.814587
2022,IV квартал,Новокосино,Калининская линия,3,55.745113,37.864052
2022,IV квартал,Новокузнецкая,Замоскворецкая линия,1,55.742391,37.62928
2022,IV квартал,Новомосковская,Сокольническая линия,5,55.560071,37.46865
2022,IV квартал,Новопеределкино,Солнцевская линия,5,55.6385,37.3544
2022,IV квартал,Новослободская,Кольцевая линия,3,55.779606,37.601252
2022,IV квартал,Новохохловская,Московское центральное кольцо,2,55.723889,37.716111
2022,IV квартал,Новоясеневская,Калужско-Рижская линия,4,55.601947,37.553017
2022,IV квартал,Новые черёмушки,Калужско-Рижская линия,1,55.670077,37.554493
2022,IV квартал,Озёрная,Солнцевская линия,5,55.6698,37.4495
2022,IV квартал,Окружная,Люблинско-Дмитровская линия,4,55.844748,37.575531
2022,IV квартал,Окружная,Московское центральное кольцо,3,55.844748,37.575531
2022,IV квартал,Окская,Некрасовская линия,5,55.718623,37.781272
2022,IV квартал,Октябрьская,Калужско-Рижская линия,1,55.729264,37.611049
2022,IV квартал,Октябрьская,Кольцевая линия,1,55.729264,37.611049
2022,IV квартал,Октябрьское поле,Таганско-Краснопресненская линия,1,55.793581,37.493317
2022,IV квартал,Ольховая,Сокольническая линия,5,55.56898,37.459047
2022,IV квартал,Орехово,Замоскворецкая линия,5,55.61269,37.695214
2022,IV квартал,Отрадное,Серпуховско-Тимирязевская линия,4,55.864273,37.605066
2022,IV квартал,Охотный ряд,Сокольническая линия,2,55.757228,37.615078
2022,IV квартал,Павелецкая,Замоскворецкая линия,3,55.729741,37.638693
2022,IV квартал,Павелецкая,Кольцевая линия,1,55.729741,37.638693
2022,IV квартал,Панфиловская,Московское центральное кольцо,2,55.799167,37.498889
2022,IV квартал,Парк победы,Арбатско-Покровская линия,4,55.735679,37.516865
2022,IV квартал,Парк победы,Солнцевская линия,3,55.735679,37.516865
2022,IV квартал,Парк культуры,Кольцевая линия,1,55.736163,37.595027
2022,IV квартал,Парк культуры,Сокольническая линия,2,55.736163,37.595027
2022,IV квартал,Партизанская,Арбатско-Покровская линия,5,55.788401,37.74882
2022,IV квартал,Первомайская,Арбатско-Покровская линия,5,55.794376,37.799364
2022,IV квартал,Перово,Калининская линия,5,55.75098,37.78422
2022,IV квартал,Петровский парк,Большая кольцевая линия,2,55.791957,37.557322
2022,IV квартал,Петровско-Разумовская,Люблинско-Дмитровская линия,5,55.836565,37.575512
2022,IV квартал,Петровско-Разумовская,Серпуховско-Тимирязевская линия,4,55.836565,37.575512
2022,IV квартал,Печатники,Люблинско-Дмитровская линия,4,55.692921,37.728338
2022,IV квартал,Пионерская,Филёвская линия,4,55.736027,37.466728
2022,IV квартал,Планерная,Таганско-Краснопресненская линия,5,55.859676,37.436808
2022,IV квартал,Площадь гагарина,Московское центральное кольцо,3,55.706944,37.585833
2022,IV квартал,Площадь ильича,Калининская линия,3,55.747115,37.680726
2022,IV квартал,Площадь революции,Арбатско-Покровская линия,3,55.756741,37.62236
2022,IV квартал,Полежаевская,Таганско-Краснопресненская линия,2,55.777201,37.517895
2022,IV квартал,Полянка,Серпуховско-Тимирязевская линия,1,55.736795,37.618594
2022,IV квартал,Пражская,Серпуховско-Тимирязевская линия,4,55.610962,37.602386
2022,IV квартал,Преображенская площадь,Сокольническая линия,2,55.796322,37.713582
2022,IV квартал,Прокшино,Сокольническая линия,4,55.586456,37.43322
2022,IV квартал,Пролетарская,Таганско-Краснопресненская линия,2,55.731546,37.666917
2022,IV квартал,Проспект вернадского,Большая кольцевая линия,2,55.676549,37.504584
2022,IV квартал,Проспект вернадского,Сокольническая линия,3,55.676549,37.504584
2022,IV квартал,Проспект мира,Калужско-Рижская линия,1,55.779584,37.633646
2022,IV квартал,Проспект мира,Кольцевая линия,1,55.779584,37.633646
2022,IV квартал,Профсоюзная,Калужско-Рижская линия,2,55.677671,37.562595
2022,IV квартал,Пушкинская,Таганско-Краснопресненская линия,3,55.765607,37.604356
2022,IV квартал,Пятницкое шоссе,Арбатско-Покровская линия,5,55.853634,37.353108
2022,IV квартал,Раменки,Солнцевская линия,4,55.697691,37.498725
2022,IV квартал,Рассказовка,Солнцевская линия,5,55.6324,37.3328
2022,IV квартал,Речной вокзал,Замоскворецкая линия,5,55.008738,82.93827
2022,IV квартал,Рижская,Калужско-Рижская линия,3,55.792494,37.636114
2022,IV квартал,Римская,Люблинско-Дмитровская линия,2,55.747027,37.679996
2022,IV квартал,Ростокино,Московское центральное кольцо,3,55.839444,37.667778
2022,IV квартал,Румянцево,Сокольническая линия,3,55.633,37.4419
2022,IV квартал,Рязанский проспект,Таганско-Краснопресненская линия,5,55.716139,37.792694
2022,IV квартал,Савёловская,Большая кольцевая линия,3,55.794054,37.587163
2022,IV квартал,Савёловская,Серпуховско-Тимирязевская линия,5,55.794054,37.587163
2022,IV квартал,Саларьево,Сокольническая линия,3,55.6227,37.424
2022,IV квартал,Свиблово,Калужско-Рижская линия,4,55.855558,37.653379
2022,IV квартал,Севастопольская,Серпуховско-Тимирязевская линия,2,55.651451,37.59809
2022,IV квартал,Селигерская,Люблинско-Дмитровская линия,5,55.866556,37.547117
2022,IV квартал,Семёновская,Арбатско-Покровская линия,1,55.783096,37.719289
2022,IV квартал,Серпуховская,Серпуховско-Тимирязевская линия,1,55.726548,37.624792
2022,IV квартал,Славянский бульвар,Арбатско-Покровская линия,5,55.729542,37.470973
2022,IV квартал,Смоленская,Арбатско-Покровская линия,1,55.747713,37.583802
2022,IV квартал,Смоленская,Филёвская линия,2,55.747713,37.583802
2022,IV квартал,Сокол,Замоскворецкая линия,2,55.805564,37.515245
2022,IV квартал,Соколиная гора,Московское центральное кольцо,2,55.77,37.745278
2022,IV квартал,Сокольники,Сокольническая линия,2,55.789282,37.679895
2022,IV квартал,Солнцево,Солнцевская линия,5,55.649,37.3911
2022,IV квартал,Спартак,Таганско-Краснопресненская линия,4,55.8182,37.4352
2022,IV квартал,Спортивная,Сокольническая линия,3,55.722388,37.562041
2022,IV квартал,Сретенский бульвар,Люблинско-Дмитровская линия,2,55.766106,37.635688
2022,IV квартал,Стахановская,Некрасовская линия,5,55.727207,37.752257
2022,IV квартал,Стрешнево,Московское центральное кольцо,2,55.813611,37.486944
2022,IV квартал,Строгино,Арбатско-Покровская линия,5,55.803831,37.402405
2022,IV квартал,Студенческая,Филёвская линия,3,55.738761,37.54842
2022,IV квартал,Сухаревская,Калужско-Рижская линия,1,55.772315,37.63285
2022,IV квартал,Сходненская,Таганско-Краснопресненская линия,5,55.84926,37.44076
2022,IV квартал,Таганская,Кольцевая линия,1,55.742396,37.653334
2022,IV квартал,Таганская,Таганско-Краснопресненская линия,2,55.742396,37.653334
2022,IV квартал,Тверская,Замоскворецкая линия,4,55.765343,37.603918
2022,IV квартал,Театральная,Замоскворецкая линия,4,55.758808,37.61768
2022,IV квартал,Текстильщики,Таганско-Краснопресненская линия,5,55.709211,37.732117
2022,IV квартал,Телецентр,Московская монорельсовая транспортная система,4,55.821795,37.608975
2022,IV квартал,Терехово,Большая кольцевая линия,2,55.748108,37.459738
2022,IV квартал,Технопарк,Замоскворецкая линия,4,55.695,37.664167
2022,IV квартал,Тимирязевская,Московская монорельсовая транспортная система,4,55.81866,37.574498
2022,IV квартал,Тимирязевская,Серпуховско-Тимирязевская линия,5,55.81866,37.574498
2022,IV квартал,Третьяковская,Калининская линия,1,55.74073,37.625624
2022,IV квартал,Третьяковская,Калужско-Рижская линия,4,55.74073,37.625624
2022,IV квартал,Тропарёво,Сокольническая линия,5,55.6459,37.4725
2022,IV квартал,Трубная,Люблинско-Дмитровская линия,1,55.76771,37.621926
2022,IV квартал,Тульская,Серпуховско-Тимирязевская линия,1,55.70961,37.622569
2022,IV квартал,Тургеневская,Калужско-Рижская линия,1,55.765371,37.636732
2022,IV квартал,Тушинская,Таганско-Краснопресненская линия,3,55.825479,37.437024
2022,IV квартал,Тёплый стан,Калужско-Рижская линия,5,55.61873,37.505912
2022,IV квартал,Угрешская,Московское центральное кольцо,2,55.718333,37.697778
2022,IV квартал,Улица 1905 года,Таганско-Краснопресненская линия,1,55.763944,37.562271
2022,IV квартал,Улица академика королёва,Московская монорельсовая транспортная система,4,55.821821,37.627167
2022,IV квартал,Улица горчакова,Бутовская линия Лёгкого метро,5,55.542281,37.532063
2022,IV квартал,Улица милашенкова,Московская монорельсовая транспортная система,4,55.821876,37.591206
2022,IV квартал,Улица сергея эйзенштейна,Московская монорельсовая транспортная система,4,55.829305,37.644997
2022,IV квартал,Улица скобелевская,Бутовская линия Лёгкого метро,5,55.548103,37.552721
2022,IV квартал,Улица старокачаловская,Бутовская линия Лёгкого метро,4,55.569194,37.576074
2022,IV квартал,Улица академика янгеля,Серпуховско-Тимирязевская линия,5,55.596753,37.601498
2022,IV квартал,Университет,Сокольническая линия,2,55.69329,37.534511
2022,IV квартал,Филатов луг,Сокольническая линия,5,55.601177,37.407995
2022,IV квартал,Фили,Филёвская линия,4,55.746763,37.514035
2022,IV квартал,Филёвский парк,Филёвская линия,5,55.739665,37.483902
2022,IV квартал,Фонвизинская,Люблинско-Дмитровская линия,4,55.822778,37.588056
2022,IV квартал,Фрунзенская,Сокольническая линия,1,55.727462,37.58022
2022,IV квартал,Ховрино,Замоскворецкая линия,3,55.878273,37.480768
2022,IV квартал,Хорошёво,Московское центральное кольцо,2,55.777222,37.507222
2022,IV квартал,Хорошёвская,Большая кольцевая линия,3,55.776862,37.520797
2022,IV квартал,Цска,Большая кольцевая линия,1,55.786602,37.533301
2022,IV квартал,Царицыно,Замоскворецкая линия,3,55.620982,37.669612
2022,IV квартал,Цветной бульвар,Серпуховско-Тимирязевская линия,1,55.771653,37.620466
2022,IV квартал,Черкизовская,Сокольническая линия,3,55.802787,37.744863
2022,IV квартал,Чертановская,Серпуховско-Тимирязевская линия,5,55.640538,37.606065
2022,IV квартал,Чеховская,Серпуховско-Тимирязевская линия,1,55.765747,37.608493
2022,IV квартал,Чистые пруды,Сокольническая линия,1,55.76499,37.638293
2022,IV квартал,Чкаловская,Люблинско-Дмитровская линия,5,55.755951,37.659293
2022,IV квартал,Шаболовская,Калужско-Рижская линия,1,55.718828,37.607892
2022,IV квартал,Шелепиха,Большая кольцевая линия,2,55.7575,37.525556
2022,IV квартал,Шелепиха,Московское центральное кольцо,1,55.7575,37.525556
2022,IV квартал,Шипиловская,Люблинско-Дмитровская линия,4,55.621667,37.743611
2022,IV квартал,Шоссе энтузиастов,Калининская линия,1,55.75809,37.751703
2022,IV квартал,Шоссе энтузиастов,Московское центральное кольцо,1,55.75809,37.751703
2022,IV квартал,Щукинская,Таганско-Краснопресненская линия,4,55.8094,37.463241
2022,IV квартал,Щёлковская,Арбатско-Покровская линия,3,55.809962,37.798261
2022,IV квартал,Электрозаводская,Арбатско-Покровская линия,3,55.782057,37.7053
2022,IV квартал,Электрозаводская,Некрасовская линия,4,55.782057,37.7053
2022,IV квартал,Юго-Восточная,Некрасовская линия,5,55.705351,37.817995
2022,IV квартал,Юго-Западная,Сокольническая линия,1,55.663146,37.482852
2022,IV квартал,Южная,Серпуховско-Тимирязевская линия,5,55.622436,37.609047
2022,IV квартал,Ясенево,Калужско-Рижская линия,5,55.606182,37.5334
2022,IV квартал,Улица дмитриевского,Некрасовская линия,5,55.710311,37.879045
2023,I квартал,Авиамоторная,Большая кольцевая линия,3,55.751933,37.717444
2023,I квартал,Авиамоторная,Калининская линия,1,55.751933,37.717444
2023,I квартал,Автозаводская,Замоскворецкая линия,1,55.706634,37.657008
2023,I квартал,Автозаводская,Московское центральное кольцо,2,55.706634,37.657008
2023,I квартал,Академическая,Калужско-Рижская линия,2,55.687147,37.5723
2023,I квартал,Александровский сад,Филёвская линия,2,55.752255,37.608775
2023,I квартал,Алексеевская,Калужско-Рижская линия,1,55.807794,37.638699
2023,I квартал,Алма-Атинская,Замоскворецкая линия,5,55.63349,37.765678
2023,I квартал,Алтуфьево,Серпуховско-Тимирязевская линия,5,55.899034,37.586473
2023,I квартал,Аминьевская,Большая кольцевая линия,4,55.697189,37.464931
2023,I квартал,Андроновка,Московское центральное кольцо,3,55.741111,37.734444
2023,I квартал,Аннино,Серпуховско-Тимирязевская линия,3,55.583477,37.596999
2023,I квартал,Арбатская,Арбатско-Покровская линия,1,55.752312,37.60349
2023,I квартал,Арбатская,Филёвская линия,4,55.752312,37.60349
2023,I квартал,Аэропорт,Замоскворецкая линия,1,55.800441,37.530477
2023,I квартал,Бабушкинская,Калужско-Рижская линия,5,55.870641,37.664341
2023,I квартал,Багратионовская,Филёвская линия,3,55.743544,37.497042
2023,I квартал,Балтийская,Московское центральное кольцо,1,55.825833,37.496111
2023,I квартал,Баррикадная,Таганско-Краснопресненская линия,1,55.760793,37.581242
2023,I квартал,Бауманская,Арбатско-Покровская линия,3,55.772405,37.67904
2023,I квартал,Беговая,Таганско-Краснопресненская линия,2,55.773505,37.545518
2023,I квартал,Белокаменная,Московское центральное кольцо,3,55.83,37.700556
2023,I квартал,Беломорская,Замоскворецкая линия,5,55.865369,37.475692
2023,I квартал,Белорусская,Замоскворецкая линия,4,55.777439,37.582107
2023,I квартал,Белорусская,Кольцевая линия,3,55.777439,37.582107
2023,I квартал,Беляево,Калужско-Рижская линия,2,55.642357,37.526115
2023,I квартал,Бибирево,Серпуховско-Тимирязевская линия,4,55.883868,37.603011
2023,I квартал,Библиотека имени ленина,Сокольническая линия,3,55.752123,37.610388
2023,I квартал,Битцевский парк,Бутовская линия Лёгкого метро,5,55.600066,37.556058
2023,I квартал,Борисово,Люблинско-Дмитровская линия,5,55.6325,37.743333
2023,I квартал,Боровицкая,Серпуховско-Тимирязевская линия,2,55.750399,37.60934
2023,I квартал,Боровское шоссе,Солнцевская линия,4,55.647,37.3701
2023,I квартал,Ботанический сад,Калужско-Рижская линия,3,55.844597,37.637811
2023,I квартал,Ботанический сад,Московское центральное кольцо,3,55.844597,37.637811
2023,I квартал,Братиславская,Люблинско-Дмитровская линия,5,55.658817,37.748415
2023,I квартал,Бульвар дмитрия донского,Серпуховско-Тимирязевская линия,3,55.568201,37.576856
2023,I квартал,Бульвар рокоссовского,Московское центральное кольцо,2,55.814916,37.732227
2023,I квартал,Бульвар рокоссовского,Сокольническая линия,4,55.814916,37.732227
2023,I квартал,Бульвар адмирала ушакова,Бутовская линия Лёгкого метро,4,55.545207,37.542329
2023,I квартал,Бунинская аллея,Бутовская линия Лёгкого метро,5,55.537977,37.515899
2023,I квартал,Бутырская,Люблинско-Дмитровская линия,2,55.813333,37.602778
2023,I квартал,Вднх,Калужско-Рижская линия,3,55.819626,37.640751
2023,I квартал,Варшавская,Большая кольцевая линия,3,55.653406,37.619711
2023,I квартал,Верхние котлы,Московское центральное кольцо,1,55.69,37.618889
2023,I квартал,Верхние лихоборы,Люблинско-Дмитровская линия,4,55.855143,37.561589
2023,I квартал,Владыкино,Московское центральное кольцо,3,55.848236,37.590451
2023,I квартал,Владыкино,Серпуховско-Тимирязевская линия,3,55.848236,37.590451
2023,I квартал,Водный стадион,Замоскворецкая линия,4,55.838978,37.487515
2023,I квартал,Войковская,Замоскворецкая линия,2,55.818923,37.497791
2023,I квартал,Волгоградский проспект,Таганско-Краснопресненская линия,3,55.725546,37.685197
2023,I квартал,Волжская,Люблинско-Дмитровская линия,3,55.690446,37.754314
2023,I квартал,Волоколамская,Арбатско-Покровская линия,5,55.835154,37.382453
2023,I квартал,Воробьёвы горы,Сокольническая линия,4,55.709169,37.557293
2023,I квартал,Воронцовская,Большая кольцевая линия,2,55.658845,37.539446
2023,I квартал,Выставочный центр,Московская монорельсовая транспортная система,4,55.824086,37.638494
2023,I квартал,Выхино,Таганско-Краснопресненская линия,3,55.715983,37.816788
2023,I квартал,Говорово,Солнцевская линия,5,55.6588,37.4174
2023,I квартал,Давыдково,Большая кольцевая линия,3,55.71517,37.45177
2023,I квартал,Деловой центр,Большая кольцевая линия,3,55.750243,37.542641
2023,I квартал,Деловой центр,Солнцевская линия,3,55.750243,37.542641
2023,I квартал,Деловой центр,Филёвская линия,3,55.750243,37.542641
2023,I квартал,Динамо,Замоскворецкая линия,2,55.789704,37.558212
2023,I квартал,Дмитровская,Серпуховско-Тимирязевская линия,1,55.808056,37.581734
2023,I квартал,Добрынинская,Кольцевая линия,1,55.728994,37.622533
2023,I квартал,Домодедовская,Замоскворецкая линия,3,55.610131,37.717111
2023,I квартал,Достоевская,Люблинско-Дмитровская линия,2,55.781667,37.613889
2023,I квартал,Дубровка,Люблинско-Дмитровская линия,1,55.71807,37.676259
2023,I квартал,Дубровка,Московское центральное кольцо,2,55.71807,37.676259
2023,I квартал,Жулебино,Таганско-Краснопресненская линия,5,55.684722,37.855833
2023,I квартал,Зил,Московское центральное кольцо,2,55.698333,37.648333
2023,I квартал,Зорге,Московское центральное кольцо,2,55.787778,37.504444
2023,I квартал,Зюзино,Большая кольцевая линия,4,55.655717,37.57369
2023,I квартал,Зябликово,Люблинско-Дмитровская линия,5,55.611944,37.745278
2023,I квартал,Измайлово,Московское центральное кольцо,1,55.788611,37.742778
2023,I квартал,Измайловская,Арбатско-Покровская линия,3,55.787713,37.779896
2023,I квартал,Калужская,Калужско-Рижская линия,1,55.656682,37.540075
2023,I квартал,Кантемировская,Замоскворецкая линия,3,55.636107,37.656218
2023,I квартал,Каховская,Большая кольцевая линия,3,55.65278,37.597955
2023,I квартал,Каширская,Большая кольцевая линия,2,55.655745,37.649683
2023,I квартал,Каширская,Замоскворецкая линия,3,55.655745,37.649683
2023,I квартал,Киевская,Арбатско-Покровская линия,3,55.743117,37.564132
2023,I квартал,Киевская,Кольцевая линия,4,55.743117,37.564132
2023,I квартал,Киевская,Филёвская линия,3,55.743117,37.564132
2023,I квартал,Китай-Город,Калужско-Рижская линия,3,55.756498,37.631326
2023,I квартал,Китай-Город,Таганско-Краснопресненская линия,3,55.756498,37.631326
2023,I квартал,Кленовый бульвар,Большая кольцевая линия,3,55.674692,37.681568
2023,I квартал,Кожуховская,Люблинско-Дмитровская линия,1,55.706156,37.68544
2023,I квартал,Коломенская,Замоскворецкая линия,3,55.677423,37.663719
2023,I квартал,Комсомольская,Кольцевая линия,3,55.774072,37.654565
2023,I квартал,Комсомольская,Сокольническая линия,3,55.774072,37.654565
2023,I квартал,Коньково,Калужско-Рижская линия,4,55.631857,37.519156
2023,I квартал,Коптево,Московское центральное кольцо,1,55.839637,37.520037
2023,I квартал,Косино,Некрасовская линия,4,55.703423,37.851305
2023,I квартал,Котельники,Таганско-Краснопресненская линия,3,55.6743,37.8582
2023,I квартал,Красногвардейская,Замоскворецкая линия,5,55.614075,37.742697
2023,I квартал,Краснопресненская,Кольцевая линия,1,55.760378,37.577114
2023,I квартал,Красносельская,Сокольническая линия,1,55.780014,37.666097
2023,I квартал,Красные ворота,Сокольническая линия,1,55.768307,37.6478
2023,I квартал,Крестьянская застава,Люблинско-Дмитровская линия,2,55.732278,37.665325
2023,I квартал,Кропоткинская,Сокольническая линия,1,55.745297,37.604217
2023,I квартал,Крылатское,Арбатско-Покровская линия,5,55.756842,37.408139
2023,I квартал,Крымская,Московское центральное кольцо,2,55.690038,37.605
2023,I квартал,Кузнецкий мост,Таганско-Краснопресненская линия,1,55.761498,37.624423
2023,I квартал,Кузьминки,Таганско-Краснопресненская линия,5,55.705493,37.763295
