Year,Quarter,NameOfStation,Line,StationLoad,Latitude,Longitude
2021,IV квартал,Терехово,Большая кольцевая линия,4,55.748108,37.459738
2021,IV квартал,Технопарк,Замоскворецкая линия,3,55.695,37.664167
2021,IV квартал,Тимирязевская,Московская монорельсовая транспортная система,4,55.81866,37.574498
2021,IV квартал,Тимирязевская,Серпуховско-Тимирязевская линия,5,55.81866,37.574498
2021,IV квартал,Третьяковская,Калининская линия,1,55.74073,37.625624
2021,IV квартал,Третьяковская,Калужско-Рижская линия,4,55.74073,37.625624
2021,IV квартал,Тропарёво,Сокольническая линия,5,55.6459,37.4725
2021,IV квартал,Трубная,Люблинско-Дмитровская линия,2,55.76771,37.621926
2021,IV квартал,Тульская,Серпуховско-Тимирязевская линия,1,55.70961,37.622569
2021,IV квартал,Тургеневская,Калужско-Рижская линия,1,55.765371,37.636732
2021,IV квартал,Тушинская,Таганско-Краснопресненская линия,5,55.825479,37.437024
2021,IV квартал,Тёплый стан,Калужско-Рижская линия,5,55.61873,37.505912
2021,IV квартал,Угрешская,Московское центральное кольцо,2,55.718333,37.697778
2021,IV квартал,Улица 1905 года,Таганско-Краснопресненская линия,1,55.763944,37.562271
2021,IV квартал,Улица академика королёва,Московская монорельсовая транспортная система,4,55.821821,37.627167
2021,IV квартал,Улица горчакова,Бутовская линия Лёгкого метро,4,55.542281,37.532063
2021,IV квартал,Улица милашенкова,Московская монорельсовая транспортная система,4,55.821876,37.591206
2021,IV квартал,Улица сергея эйзенштейна,Московская монорельсовая транспортная система,4,55.829305,37.644997
2021,IV квартал,Улица скобелевская,Бутовская линия Лёгкого метро,3,55.548103,37.552721
2021,IV квартал,Улица старокачаловская,Бутовская линия Лёгкого метро,5,55.569194,37.576074
2021,IV квартал,Улица академика янгеля,Серпуховско-Тимирязевская линия,5,55.596753,37.601498
2021,IV квартал,Университет,Сокольническая линия,2,55.69329,37.534511
2021,IV квартал,Филатов луг,Сокольническая линия,5,55.601177,37.407995
2021,IV квартал,Фили,Филёвская линия,3,55.746763,37.514035
2021,IV квартал,Филёвский парк,Филёвская линия,4,55.739665,37.483902
2021,IV квартал,Фонвизинская,Люблинско-Дмитровская линия,4,55.822778,37.588056
